Apartment_ID,Location,Postal Code,Number of Floors,Number of Rooms,Ceiling Finish,Room Size (sq. meters),Year Built,Month Built,Utilities Available,Price of Apartment,Price of Apartment (USD)
NRAS0001402,SouthEast_Adamawa State_214 Main Street,914293.0,7.0,6.0,Plaster,14.127024347313366,1993.0,8.0,"Internet, Water Supply",15997650.0,21330.2
NRAS0001403,NorthEast_Kano State_486 Crescent Lane,208691.0,11.0,1.0,Wood,22.42976088016301,2002.0,4.0,"Electricity, Internet, Solar Power",43141795.0,57522.39333333333
NRAS0001404,NorthEast_Kwara State_12 Unity Avenue,173847.0,10.0,4.0,Wood,18.45938710283687,1963.0,3.0,"Internet, Water Supply, Gas, Electricity",14706417.0,19608.556
NRAS0001405,NorthCentral_Anambra State_357 Crescent Lane,343450.0,13.0,8.0,Wood,32.068089221845455,2003.0,12.0,"Gas, Internet",5587058.0,7449.410666666667
NRAS0001406,SouthEast_Benue State_258 Unity Avenue,392452.0,14.0,8.0,PVC,24.18903926738712,1972.0,7.0,"Gas, Water Supply, Electricity, Solar Power",8270677.0,11027.569333333333
NRAS0001407,NorthCentral_Ebonyi State_227 Crescent Lane,332144.0,8.0,9.0,Plaster,25.486985434781275,2025.0,4.0,Gas,20644613.0,27526.15066666667
NRAS0001408,SouthEast_Kogi State_71 Main Street,897747.0,2.0,4.0,PVC,24.09384030054977,1969.0,12.0,"Gas, Internet, Electricity, Water Supply, Solar Power",49890683.0,66520.91066666666
NRAS0001409,NorthWest_Borno State_471 SDA Street,572513.0,3.0,3.0,PVC,18.070079073127594,1993.0,7.0,"Gas, Electricity, Internet, Water Supply, Solar Power",15410868.0,20547.824
NRAS0001410,SouthEast_Sokoto State_427 Main Street,905096.0,14.0,2.0,POP,41.7940967384114,1952.0,8.0,"Electricity, Water Supply, Solar Power",19159071.0,25545.428
NRAS0001411,SouthEast_Sokoto State_470 SDA Street,633085.0,9.0,9.0,Gypsum,41.29639460391091,1958.0,3.0,"Internet, Gas, Solar Power",29013474.0,38684.632
NRAS0001412,NorthWest_Kogi State_41 SDA Street,919606.0,11.0,3.0,Gypsum,15.040221885054542,2004.0,3.0,"Water Supply, Electricity, Solar Power, Gas, Internet",35092676.0,46790.23466666666
NRAS0001413,NorthWest_Kwara State_191 Crescent Lane,512515.0,4.0,8.0,Plaster,28.187019346581927,1959.0,5.0,"Gas, Internet",33539156.0,44718.87466666667
NRAS0001414,NorthWest_Abia State_399 Unity Avenue,400458.0,6.0,2.0,Plaster,47.899133317380375,1960.0,4.0,Water Supply,16311498.0,21748.664
NRAS0001415,SouthWest_Kaduna State_107 Main Street,314444.0,5.0,5.0,POP,21.272072882261646,1964.0,2.0,Internet,15944897.0,21259.862666666668
NRAS0001416,SouthWest_Osun State_70 Broadway Road,871135.0,9.0,8.0,Wood,46.9541440248936,1969.0,11.0,"Electricity, Solar Power, Internet, Gas, Water Supply",28058307.0,37411.076
NRAS0001417,NorthEast_Kogi State_40 Unity Avenue,104311.0,3.0,5.0,POP,46.41101985161593,2016.0,8.0,"Solar Power, Gas, Electricity, Internet, Water Supply",7774965.0,10366.62
NRAS0001418,NorthWest_Sokoto State_289 Crescent Lane,665914.0,4.0,3.0,PVC,40.25437688112761,2015.0,3.0,Electricity,46051940.0,61402.58666666667
NRAS0001419,SouthWest_Abia State_370 Broadway Road,753158.0,11.0,7.0,PVC,11.42184929771429,1997.0,1.0,"Water Supply, Solar Power, Electricity, Internet, Gas",7367908.0,9823.877333333334
NRAS0001420,SouthWest_Abia State_258 Unity Avenue,105982.0,14.0,2.0,PVC,30.46725822781269,1952.0,4.0,"Gas, Electricity, Internet",7663886.0,10218.514666666666
NRAS0001421,NorthWest_Imo State_459 SDA Street,924508.0,1.0,7.0,POP,31.1244580201018,1950.0,12.0,"Electricity, Gas, Solar Power",30994212.0,41325.616
NRAS0001422,NorthEast_Kwara State_468 Broadway Road,277408.0,3.0,2.0,Gypsum,46.11801174664036,1963.0,10.0,"Gas, Internet, Solar Power",34830087.0,46440.116
NRAS0001423,SouthEast_Yobe State_449 Main Street,164373.0,13.0,2.0,POP,14.965744205770646,1988.0,5.0,"Solar Power, Gas, Electricity, Internet",3950958.0,5267.944
NRAS0001424,SouthWest_Yobe State_313 Unity Avenue,390373.0,7.0,5.0,Gypsum,30.716763129365816,1951.0,2.0,"Internet, Water Supply, Solar Power, Electricity, Gas",20101896.0,26802.528
NRAS0001425,NorthCentral_Bauchi State_196 Main Street,221703.0,13.0,9.0,PVC,49.94665709680174,2014.0,4.0,"Gas, Water Supply",43180122.0,57573.496
NRAS0001426,NorthEast_Taraba State_130 Broadway Road,424502.0,10.0,8.0,Gypsum,12.073815928781482,1987.0,4.0,"Solar Power, Water Supply",4737924.0,6317.232
NRAS0001427,NorthWest_Kano State_335 SDA Street,535558.0,10.0,9.0,POP,36.64782185285628,2018.0,5.0,"Gas, Internet, Water Supply, Solar Power",25162146.0,33549.528
NRAS0001428,NorthWest_Taraba State_347 Main Street,566228.0,11.0,4.0,POP,21.662676406484493,1981.0,9.0,"Solar Power, Electricity, Internet, Water Supply",5933386.0,7911.181333333333
NRAS0001429,NorthWest_Kano State_174 Unity Avenue,878585.0,6.0,9.0,PVC,13.219809704002149,1991.0,10.0,"Internet, Water Supply, Electricity, Solar Power",15194406.0,20259.208
NRAS0001430,SouthWest_Sokoto State_249 SDA Street,762731.0,5.0,4.0,Plaster,48.56784058566214,2003.0,9.0,"Water Supply, Solar Power",41620387.0,55493.84933333333
NRAS0001431,SouthWest_Enugu State_305 Main Street,917410.0,11.0,2.0,PVC,12.35755717434544,1984.0,2.0,Solar Power,17950469.0,23933.958666666666
NRAS0001432,NorthWest_Oyo State_263 Main Street,807916.0,11.0,8.0,Wood,37.13321681871883,1968.0,5.0,Gas,23698565.0,31598.086666666662
NRAS0001433,SouthWest_Yobe State_414 Unity Avenue,338815.0,3.0,8.0,Wood,43.49367258291229,2000.0,1.0,Water Supply,34996475.0,46661.96666666667
NRAS0001434,NorthWest_Kaduna State_382 Broadway Road,478040.0,3.0,1.0,Plaster,29.75960208929061,1994.0,8.0,"Gas, Electricity",43197956.0,57597.27466666666
NRAS0001435,SouthWest_Nasarawa State_64 Crescent Lane,828345.0,12.0,2.0,Plaster,17.12811454429279,1983.0,3.0,"Internet, Gas",23852730.0,31803.64
NRAS0001436,SouthWest_Abia State_28 Unity Avenue,797059.0,6.0,5.0,PVC,45.13780944808359,1993.0,8.0,"Water Supply, Electricity",12496136.0,16661.514666666666
NRAS0001437,NorthWest_Plateau State_137 Unity Avenue,482906.0,15.0,10.0,Gypsum,21.01078896060653,1963.0,3.0,"Electricity, Water Supply, Internet",49028591.0,65371.454666666665
NRAS0001438,SouthEast_Kaduna State_144 Main Street,222800.0,11.0,3.0,Plaster,14.982501686774016,1978.0,10.0,Gas,47981898.0,63975.864
NRAS0001439,NorthCentral_Ebonyi State_105 Broadway Road,620280.0,12.0,6.0,Plaster,12.724333913925316,2007.0,11.0,"Internet, Gas, Water Supply, Electricity, Solar Power",17591002.0,23454.66933333333
NRAS0001440,SouthEast_Kwara State_415 Crescent Lane,110608.0,8.0,2.0,Gypsum,43.1255049121192,1988.0,4.0,"Water Supply, Electricity, Solar Power, Gas, Internet",16833845.0,22445.126666666667
NRAS0001441,SouthWest_Kebbi State_94 Main Street,896794.0,2.0,4.0,Gypsum,32.513052223615624,1959.0,7.0,Water Supply,9084119.0,12112.158666666666
NRAS0001442,NorthEast_Benue State_361 Broadway Road,723783.0,8.0,8.0,Gypsum,25.70541601832013,1965.0,12.0,"Electricity, Internet",28818490.0,38424.653333333335
NRAS0001443,SouthEast_Ebonyi State_7 Crescent Lane,781248.0,4.0,9.0,POP,33.01684948385443,1987.0,7.0,"Water Supply, Internet, Gas, Solar Power, Electricity",45665472.0,60887.296
NRAS0001444,NorthEast_Osun State_179 Unity Avenue,524571.0,5.0,10.0,Wood,11.699282835349011,1991.0,2.0,"Solar Power, Water Supply, Electricity",44046491.0,58728.65466666667
NRAS0001445,SouthWest_Enugu State_146 SDA Street,976074.0,15.0,4.0,Gypsum,10.128890205359555,2016.0,2.0,Electricity,46990687.0,62654.24933333333
NRAS0001446,SouthEast_Kaduna State_488 Unity Avenue,945536.0,9.0,5.0,PVC,36.25376922647348,2019.0,9.0,"Electricity, Gas, Internet, Water Supply, Solar Power",34614418.0,46152.55733333333
NRAS0001447,NorthEast_Plateau State_369 Main Street,854024.0,15.0,9.0,Gypsum,45.38286947035426,2011.0,12.0,"Water Supply, Electricity",26011085.0,34681.44666666666
NRAS0001448,NorthEast_Osun State_22 SDA Street,935613.0,1.0,3.0,POP,37.234551798450255,2007.0,10.0,"Internet, Water Supply, Solar Power",27598297.0,36797.72933333334
NRAS0001449,SouthEast_Enugu State_20 Unity Avenue,401956.0,12.0,2.0,PVC,45.01086900966328,1950.0,5.0,"Solar Power, Gas",26922852.0,35897.136
NRAS0001450,SouthEast_Kebbi State_363 Crescent Lane,281585.0,6.0,2.0,POP,40.62819666435985,2011.0,2.0,Water Supply,33714653.0,44952.87066666667
NRAS0001451,SouthEast_Anambra State_287 Unity Avenue,209927.0,11.0,3.0,POP,17.099361644513344,2014.0,3.0,"Internet, Water Supply, Electricity, Gas, Solar Power",29560166.0,39413.55466666666
NRAS0001452,SouthWest_Enugu State_192 Crescent Lane,699855.0,12.0,8.0,POP,39.7703863715638,2024.0,12.0,"Water Supply, Electricity, Solar Power, Internet",10143697.0,13524.929333333332
NRAS0001453,NorthCentral_Ekiti State_368 Crescent Lane,350464.0,15.0,5.0,Plaster,20.847329549886148,1975.0,2.0,"Gas, Solar Power",44316246.0,59088.328
NRAS0001454,SouthEast_Borno State_365 Main Street,650659.0,8.0,7.0,POP,12.186189428036474,2005.0,12.0,"Gas, Internet, Water Supply",17824762.0,23766.34933333333
NRAS0001455,NorthWest_Borno State_142 Crescent Lane,741310.0,15.0,3.0,POP,25.62882346246837,1989.0,1.0,"Water Supply, Solar Power, Electricity, Internet",39684808.0,52913.077333333335
NRAS0001456,NorthWest_Zamfara State_275 SDA Street,354931.0,9.0,4.0,PVC,41.71820302775693,1985.0,4.0,Water Supply,14877035.0,19836.046666666665
NRAS0001457,NorthEast_Ondo State_335 Broadway Road,658046.0,6.0,3.0,Gypsum,40.83463532929317,1957.0,6.0,"Gas, Water Supply, Electricity, Solar Power, Internet",46083680.0,61444.90666666667
NRAS0001458,NorthEast_Plateau State_26 Broadway Road,186234.0,12.0,5.0,POP,17.236868096178256,2004.0,12.0,"Internet, Electricity",25553594.0,34071.458666666666
NRAS0001459,SouthWest_Imo State_180 Main Street,764108.0,15.0,9.0,Plaster,16.38559426682905,1975.0,4.0,Water Supply,48890608.0,65187.477333333336
NRAS0001460,NorthEast_Bauchi State_210 Main Street,551817.0,1.0,2.0,POP,16.70923347204376,2023.0,4.0,"Solar Power, Internet, Water Supply",48475899.0,64634.532
NRAS0001461,SouthWest_Benue State_222 SDA Street,116219.0,7.0,1.0,PVC,32.561546332602994,1978.0,12.0,"Internet, Electricity, Gas, Water Supply, Solar Power",39874793.0,53166.390666666666
NRAS0001462,SouthWest_Zamfara State_152 Crescent Lane,871946.0,7.0,7.0,POP,48.3307515458258,1977.0,2.0,"Water Supply, Solar Power, Gas, Electricity, Internet",11380020.0,15173.36
NRAS0001463,SouthWest_Plateau State_41 SDA Street,658804.0,8.0,4.0,Wood,35.73797383926521,1985.0,2.0,"Internet, Solar Power, Gas",16410692.0,21880.922666666665
NRAS0001464,NorthWest_Taraba State_445 Main Street,412366.0,3.0,8.0,Plaster,17.175327916602157,2019.0,5.0,"Electricity, Solar Power",1617344.0,2156.458666666667
NRAS0001465,NorthCentral_Borno State_153 Crescent Lane,341525.0,10.0,2.0,Plaster,12.908171160907518,2012.0,6.0,"Internet, Solar Power, Water Supply, Gas, Electricity",13970049.0,18626.732
NRAS0001466,NorthEast_Ondo State_470 Broadway Road,553914.0,12.0,6.0,Gypsum,14.068553689344734,1987.0,3.0,Solar Power,29304258.0,39072.344
NRAS0001467,NorthWest_Enugu State_379 Unity Avenue,927398.0,14.0,3.0,Plaster,34.877018304714674,1957.0,9.0,"Internet, Electricity, Water Supply, Gas, Solar Power",11683501.0,15578.001333333334
NRAS0001468,SouthEast_Plateau State_449 Main Street,350759.0,4.0,9.0,Gypsum,18.9676706276386,1961.0,11.0,"Electricity, Water Supply, Internet, Gas",21648017.0,28864.022666666668
NRAS0001469,SouthEast_Anambra State_37 SDA Street,759428.0,13.0,6.0,Wood,37.35734844661635,2020.0,10.0,"Gas, Water Supply, Solar Power, Electricity, Internet",23093699.0,30791.598666666665
NRAS0001470,NorthCentral_Taraba State_449 Unity Avenue,424566.0,8.0,8.0,Plaster,15.904320703442137,2023.0,1.0,"Electricity, Solar Power",3639524.0,4852.698666666666
NRAS0001471,NorthEast_Kwara State_372 Main Street,581963.0,6.0,5.0,PVC,46.57405230838778,1980.0,5.0,"Water Supply, Solar Power, Electricity",35265833.0,47021.11066666667
NRAS0001472,NorthEast_Kano State_277 SDA Street,401203.0,14.0,10.0,PVC,21.27778654841337,2014.0,12.0,Water Supply,38888529.0,51851.372
NRAS0001473,NorthWest_Borno State_167 Unity Avenue,598879.0,2.0,1.0,PVC,29.747142962437103,2018.0,1.0,"Gas, Electricity, Water Supply, Solar Power",31009291.0,41345.721333333335
NRAS0001474,SouthWest_Kaduna State_394 Main Street,664239.0,6.0,10.0,Plaster,36.74319888803042,1997.0,11.0,"Water Supply, Solar Power",26957622.0,35943.496
NRAS0001475,NorthWest_Taraba State_101 Unity Avenue,590757.0,11.0,9.0,Wood,45.7111317077055,1997.0,11.0,Gas,4751909.0,6335.8786666666665
NRAS0001476,NorthCentral_Abia State_415 SDA Street,202267.0,1.0,3.0,PVC,45.24366928117911,1989.0,5.0,"Solar Power, Electricity",22183034.0,29577.378666666667
NRAS0001477,NorthWest_Abia State_302 SDA Street,760688.0,4.0,6.0,Wood,18.712751439361256,1973.0,5.0,"Electricity, Internet",5918508.0,7891.344
NRAS0001478,NorthWest_Kwara State_40 Unity Avenue,927439.0,8.0,8.0,Wood,12.974515298749443,2002.0,9.0,"Electricity, Solar Power",29509082.0,39345.44266666667
NRAS0001479,NorthCentral_Nasarawa State_136 Broadway Road,432816.0,9.0,4.0,Plaster,45.23914446030438,1981.0,5.0,"Internet, Solar Power, Electricity, Water Supply, Gas",23682880.0,31577.17333333333
NRAS0001480,SouthEast_Kebbi State_46 Main Street,200358.0,10.0,6.0,Gypsum,15.89351886375484,1976.0,3.0,"Internet, Water Supply, Gas",37347908.0,49797.210666666666
NRAS0001481,SouthEast_Zamfara State_178 SDA Street,895938.0,4.0,6.0,Wood,24.18340797447666,1978.0,9.0,"Solar Power, Water Supply, Internet, Electricity",17054441.0,22739.254666666668
NRAS0001482,NorthCentral_Plateau State_117 Unity Avenue,465104.0,7.0,1.0,Wood,23.130213950870875,1956.0,4.0,"Solar Power, Internet, Gas",3018773.0,4025.0306666666665
NRAS0001483,SouthEast_Nasarawa State_467 Main Street,860530.0,2.0,4.0,Plaster,29.81296680905704,1977.0,10.0,"Solar Power, Gas, Internet",25568704.0,34091.60533333333
NRAS0001484,NorthCentral_Anambra State_404 Crescent Lane,950724.0,14.0,9.0,Gypsum,31.84761651414092,2025.0,11.0,Electricity,26458014.0,35277.352
NRAS0001485,NorthWest_Enugu State_113 Crescent Lane,146029.0,13.0,8.0,Wood,43.21265347140029,2000.0,2.0,Solar Power,13569131.0,18092.174666666662
NRAS0001486,SouthEast_Ebonyi State_378 Broadway Road,401771.0,11.0,1.0,POP,39.285684527385214,2008.0,2.0,"Gas, Electricity, Water Supply, Solar Power, Internet",2033244.0,2710.992
NRAS0001487,NorthWest_Adamawa State_80 Crescent Lane,828147.0,4.0,1.0,POP,41.51599002899805,1986.0,4.0,"Water Supply, Gas, Solar Power, Electricity",6364848.0,8486.464
NRAS0001488,SouthWest_Enugu State_492 Broadway Road,306676.0,6.0,5.0,Wood,40.54924732066851,2000.0,5.0,"Electricity, Internet, Gas",2378761.0,3171.681333333333
NRAS0001489,SouthEast_Kebbi State_130 Unity Avenue,124606.0,11.0,7.0,Wood,43.532993382357,1995.0,3.0,"Water Supply, Solar Power, Internet, Electricity, Gas",30999267.0,41332.356
NRAS0001490,NorthCentral_Kano State_488 Crescent Lane,488794.0,2.0,5.0,POP,49.11522453128547,1989.0,11.0,"Solar Power, Gas, Internet, Electricity",29578178.0,39437.57066666667
NRAS0001491,NorthEast_Osun State_326 Unity Avenue,631519.0,4.0,8.0,Wood,29.001846786219293,1976.0,6.0,Electricity,22247592.0,29663.456
NRAS0001492,NorthEast_Borno State_56 SDA Street,699613.0,8.0,6.0,POP,49.68919668891488,2003.0,2.0,"Water Supply, Internet, Electricity, Gas, Solar Power",43857327.0,58476.436
NRAS0001493,NorthCentral_Nasarawa State_171 Unity Avenue,459035.0,7.0,1.0,PVC,40.6954352320768,1956.0,7.0,"Gas, Water Supply",15972320.0,21296.426666666663
NRAS0001494,NorthWest_Kwara State_347 Broadway Road,526710.0,5.0,1.0,Wood,32.16988292759774,2002.0,2.0,"Water Supply, Electricity",46364516.0,61819.354666666666
NRAS0001495,NorthCentral_Kwara State_148 Broadway Road,424336.0,11.0,8.0,Wood,11.817017500987536,,7.0,Water Supply,23510927.0,31347.902666666665
NRAS0001496,NorthCentral_Kwara State_399 Crescent Lane,795423.0,2.0,2.0,Plaster,35.83807849513215,2021.0,6.0,"Gas, Water Supply, Internet, Electricity",20680299.0,27573.732
NRAS0001497,SouthWest_Borno State_371 SDA Street,656884.0,2.0,6.0,Wood,37.52514540938885,1968.0,9.0,"Internet, Solar Power, Electricity, Gas",42582991.0,56777.32133333333
NRAS0001498,SouthEast_Imo State_426 Unity Avenue,769417.0,3.0,10.0,Plaster,19.30484362557548,1957.0,10.0,"Electricity, Water Supply, Gas, Internet",48865633.0,65154.17733333333
NRAS0001499,NorthCentral_Enugu State_1 SDA Street,930662.0,13.0,2.0,PVC,19.17550413234372,1990.0,3.0,Gas,16903553.0,22538.070666666667
NRAS0001500,NorthCentral_Imo State_76 SDA Street,286925.0,5.0,8.0,Gypsum,10.599439378785288,2020.0,5.0,"Internet, Electricity, Water Supply, Gas",44140379.0,58853.83866666667
NRAS0001501,NorthEast_Yobe State_331 Broadway Road,534083.0,12.0,6.0,Gypsum,48.03587817842673,1971.0,10.0,"Gas, Solar Power, Electricity, Water Supply",1907400.0,2543.2
NRAS0001502,NorthCentral_Imo State_260 Broadway Road,932745.0,7.0,6.0,Gypsum,32.315015455214805,1968.0,8.0,"Internet, Gas, Solar Power",21895480.0,29193.97333333333
NRAS0001503,SouthWest_Kebbi State_31 Unity Avenue,352732.0,6.0,5.0,Wood,11.832489738270118,2008.0,6.0,"Solar Power, Electricity",38993242.0,51990.98933333333
NRAS0001504,NorthCentral_Zamfara State_43 Crescent Lane,661206.0,4.0,8.0,POP,36.30278158180403,1969.0,7.0,"Internet, Gas, Electricity",14539033.0,19385.377333333334
NRAS0001505,NorthEast_Sokoto State_462 Main Street,794948.0,13.0,8.0,Plaster,37.83650026212776,1998.0,6.0,"Electricity, Gas, Solar Power, Water Supply, Internet",21181446.0,28241.928
NRAS0001506,NorthWest_Kano State_480 Main Street,872859.0,9.0,1.0,Plaster,43.665561554755485,2004.0,6.0,"Gas, Water Supply, Electricity",42812709.0,57083.612
NRAS0001507,SouthEast_Ondo State_103 SDA Street,382333.0,5.0,3.0,Wood,35.11914256976377,2019.0,12.0,"Water Supply, Internet, Gas",23353924.0,31138.56533333333
NRAS0001508,NorthWest_Oyo State_267 Unity Avenue,354725.0,13.0,7.0,Plaster,39.72335566660678,1968.0,2.0,"Water Supply, Solar Power",2399056.0,3198.7413333333334
NRAS0001509,NorthWest_Benue State_111 Main Street,605234.0,6.0,7.0,PVC,25.16566094834224,1950.0,12.0,"Gas, Internet, Electricity, Water Supply",36225110.0,48300.14666666667
NRAS0001510,SouthWest_Kano State_258 Unity Avenue,686966.0,1.0,4.0,Plaster,12.170441500448565,1990.0,5.0,Electricity,16039762.0,21386.34933333333
NRAS0001511,SouthWest_Plateau State_133 Main Street,277702.0,2.0,9.0,POP,48.852061894146594,1995.0,8.0,"Water Supply, Internet, Gas, Electricity, Solar Power",43930125.0,58573.5
NRAS0001512,SouthEast_Borno State_15 Main Street,328046.0,9.0,10.0,Wood,41.02046253276329,2021.0,5.0,"Solar Power, Gas, Internet",18149596.0,24199.461333333333
NRAS0001513,NorthWest_Nasarawa State_342 Crescent Lane,414223.0,13.0,10.0,PVC,46.15042624686839,1950.0,11.0,Gas,15449056.0,20598.74133333333
NRAS0001514,NorthEast_Nasarawa State_168 Crescent Lane,131722.0,15.0,6.0,Gypsum,49.937296740764594,2006.0,10.0,"Solar Power, Internet, Water Supply",28121856.0,37495.808
NRAS0001515,SouthEast_Oyo State_335 Main Street,659912.0,7.0,3.0,Plaster,35.8205079888382,1996.0,1.0,"Internet, Gas, Electricity",22879524.0,30506.032
NRAS0001516,NorthCentral_Bauchi State_175 Unity Avenue,879406.0,4.0,3.0,Plaster,47.15392855476198,1998.0,1.0,"Electricity, Solar Power, Internet",39203965.0,52271.95333333333
NRAS0001517,NorthCentral_Adamawa State_176 Main Street,931737.0,10.0,5.0,Wood,38.60981268774785,2019.0,11.0,"Water Supply, Gas, Solar Power, Internet",32265619.0,43020.82533333333
NRAS0001518,NorthWest_Kano State_315 Crescent Lane,793831.0,11.0,9.0,Wood,14.41253815062073,2025.0,10.0,Internet,20423251.0,27231.001333333334
NRAS0001519,SouthWest_Osun State_493 Unity Avenue,521214.0,2.0,4.0,POP,28.19167425633876,1989.0,1.0,"Solar Power, Internet, Gas",31237357.0,41649.80933333333
NRAS0001520,NorthCentral_Oyo State_186 Crescent Lane,304864.0,10.0,2.0,POP,13.929026626845696,2021.0,11.0,Electricity,43341293.0,57788.390666666666
NRAS0001521,NorthEast_Plateau State_43 Main Street,731805.0,8.0,8.0,PVC,31.08498083086253,1955.0,9.0,"Electricity, Internet, Water Supply, Gas, Solar Power",21603244.0,28804.32533333333
NRAS0001522,NorthEast_Imo State_127 Unity Avenue,449110.0,7.0,3.0,Gypsum,16.66928552491762,1995.0,10.0,"Gas, Internet, Electricity, Solar Power",31825908.0,42434.544
NRAS0001523,SouthEast_Oyo State_166 Broadway Road,505140.0,8.0,3.0,Plaster,24.30274270855733,1959.0,4.0,"Solar Power, Electricity",1431543.0,1908.724
NRAS0001524,SouthEast_Kwara State_74 SDA Street,267745.0,13.0,9.0,Wood,37.983769429081775,1966.0,9.0,Internet,35797364.0,47729.818666666666
NRAS0001525,SouthEast_Oyo State_314 Crescent Lane,219424.0,10.0,7.0,PVC,25.54354989978637,1977.0,1.0,"Internet, Water Supply",22806790.0,30409.053333333333
NRAS0001526,SouthEast_Bauchi State_264 Unity Avenue,500590.0,6.0,4.0,Plaster,18.373254511488348,2014.0,3.0,"Gas, Water Supply, Electricity",22995419.0,30660.558666666668
NRAS0001527,NorthEast_Enugu State_111 SDA Street,461363.0,3.0,4.0,Wood,24.00209524151046,1963.0,1.0,Solar Power,49600587.0,66134.116
NRAS0001528,SouthWest_Adamawa State_434 Broadway Road,428154.0,7.0,5.0,Wood,35.98502487614772,1967.0,2.0,Electricity,37123852.0,49498.46933333333
NRAS0001529,NorthEast_Adamawa State_351 Broadway Road,196021.0,14.0,8.0,Plaster,35.85876666551395,2005.0,2.0,"Electricity, Internet, Solar Power",17191541.0,22922.054666666667
NRAS0001530,NorthCentral_Kano State_133 Broadway Road,830185.0,8.0,8.0,POP,41.24400917036614,2002.0,7.0,Electricity,23286078.0,31048.104
NRAS0001531,SouthWest_Ondo State_336 Broadway Road,576049.0,7.0,1.0,POP,41.252268145906015,1987.0,12.0,"Solar Power, Gas",41676664.0,55568.88533333333
NRAS0001532,NorthWest_Sokoto State_492 Main Street,493355.0,5.0,2.0,Wood,40.0438013668911,2017.0,2.0,"Gas, Solar Power",35729739.0,47639.652
NRAS0001533,SouthEast_Zamfara State_441 Crescent Lane,225159.0,7.0,9.0,PVC,17.59704756034739,2009.0,1.0,"Electricity, Solar Power, Gas, Internet, Water Supply",26142729.0,34856.972
NRAS0001534,NorthWest_Plateau State_472 Main Street,120572.0,15.0,7.0,Wood,36.501275042104766,1974.0,11.0,"Water Supply, Electricity, Solar Power",34022128.0,45362.83733333334
NRAS0001535,NorthEast_Kwara State_281 Broadway Road,580947.0,13.0,4.0,Wood,38.4705116547646,1960.0,2.0,Electricity,10965650.0,14620.866666666669
NRAS0001536,NorthCentral_Zamfara State_412 Unity Avenue,253130.0,7.0,1.0,PVC,44.79970681553685,2017.0,5.0,Gas,47951215.0,63934.95333333333
NRAS0001537,NorthCentral_Osun State_477 Crescent Lane,146562.0,9.0,4.0,PVC,41.39312364833899,2003.0,10.0,Electricity,46643481.0,62191.308
NRAS0001538,NorthCentral_Borno State_322 Crescent Lane,902982.0,2.0,8.0,Wood,25.73223986240263,2014.0,12.0,Gas,17966549.0,23955.398666666668
NRAS0001539,NorthCentral_Nasarawa State_142 Crescent Lane,761126.0,8.0,5.0,Wood,24.358742271916952,2014.0,2.0,"Gas, Water Supply, Internet",25171416.0,33561.888
NRAS0001540,SouthWest_Zamfara State_436 Main Street,438150.0,3.0,1.0,Plaster,13.505111243185564,2023.0,12.0,"Internet, Electricity, Water Supply, Gas, Solar Power",21266174.0,28354.898666666668
NRAS0001541,NorthEast_Enugu State_66 Crescent Lane,762547.0,5.0,4.0,PVC,16.35579124559992,1976.0,10.0,"Electricity, Water Supply",12956130.0,17274.84
NRAS0001542,NorthCentral_Kaduna State_7 Main Street,243129.0,1.0,6.0,PVC,26.380187245767367,2010.0,1.0,"Internet, Solar Power, Electricity, Water Supply, Gas",1396328.0,1861.7706666666663
NRAS0001543,NorthEast_Sokoto State_484 Crescent Lane,150723.0,13.0,9.0,Gypsum,45.73424609928946,1994.0,6.0,"Solar Power, Internet, Electricity, Water Supply",42466343.0,56621.79066666667
NRAS0001544,SouthWest_Ekiti State_471 Unity Avenue,911414.0,9.0,8.0,POP,29.62137109572884,1962.0,5.0,"Internet, Electricity, Solar Power, Water Supply, Gas",32449200.0,43265.6
NRAS0001545,NorthCentral_Zamfara State_153 SDA Street,972975.0,8.0,10.0,PVC,42.34870408783687,1956.0,7.0,"Internet, Gas, Water Supply",44168031.0,58890.708
NRAS0001546,NorthWest_Nasarawa State_2 Main Street,815843.0,10.0,7.0,Wood,34.35104705529774,1968.0,3.0,"Electricity, Solar Power, Gas, Water Supply, Internet",29751065.0,39668.08666666667
NRAS0001547,NorthCentral_Ekiti State_191 Main Street,939065.0,10.0,9.0,Wood,37.53140942972296,1987.0,4.0,"Gas, Water Supply, Solar Power, Electricity",29802723.0,39736.964
NRAS0001548,NorthEast_Enugu State_30 Unity Avenue,118875.0,3.0,10.0,POP,14.102980919233596,2012.0,1.0,"Electricity, Solar Power, Gas, Internet, Water Supply",10468412.0,13957.882666666666
NRAS0001549,NorthCentral_Kebbi State_74 Crescent Lane,944848.0,9.0,4.0,POP,46.90194600381366,1975.0,8.0,"Solar Power, Gas",33919034.0,45225.37866666666
NRAS0001550,NorthCentral_Kano State_109 SDA Street,512975.0,4.0,6.0,Gypsum,35.56690828508608,1956.0,5.0,"Water Supply, Gas",28776383.0,38368.51066666667
NRAS0001551,NorthCentral_Plateau State_366 Main Street,662626.0,14.0,8.0,Wood,49.4549232353303,1954.0,10.0,"Gas, Electricity, Water Supply, Internet, Solar Power",20300368.0,27067.157333333333
NRAS0001552,SouthWest_Taraba State_32 Broadway Road,821272.0,9.0,3.0,Plaster,16.91267275530171,1962.0,6.0,"Electricity, Water Supply, Gas",11367711.0,15156.948
